set,number,name,type,subtype,rarity,allegiances,traits,artist,politics_ability,politics_cost,intrigue_ability,intrigue_cost,onePower_ability,onePower_cost,combat_ability,combat_cost,effect,lore,printing_of,printing_note
dark_prophecies,104,Sebban Balwer,Character,,R2,Children of the Light,Spymaster,David Cherry,,1,4,2,,,,,"During the determine participation step, target any number of characters or troops in the battlefield, up to the number of tokens on your section of the pattern. For each target, its controller must reveal to you which challenge it will be participating in, or if it will be standing down.","Even Omerna himself did not know he was but a decoy to keep eyes away from the true master of spies, a man known only to Niall himself. Sebban Balwer, Niall's dry little stick of a secretary.",,
dark_prophecies,97,Rand al'Thor (V),Character,,R2,Dragon,"Starting Hero,Dragon Reborn,Ta'veren",Darrell Sweet,1,,1,,2,,2,,"The first time the Dragon Reborn rolls at least [onePower][onePower], he permanently gains +1 One Power. If the Dragon Reborn generates less than 3 ability symbols when he rolls his dice, he additionally generates [onePower][politics].","...yet shall the Dragon Reborn confront the Shadow at the Last Battle, and his blood shall give us the Light.",,
dark_prophecies,98,Rand al'Thor (VI),Character,,R2,Dragon,"Starting Hero,Dragon Reborn,Ta'veren",Darrell Sweet,1,,,,3,,1,,"If the Dragon Reborn rolls at least [politics], he permanently gains +1 Politics to a maximum of 3. If the Dragon Reborn rolls at least [combat], he permanently gains +1 Combat to a maximum of 3. The first time the Dragon Reborn rolls at least [onePower][onePower], he permanently gains +1 One Power.","The Dragon shall be Reborn, and there shall be wailing and gnashing of teeth at his rebirth...",,
dark_prophecies,99,Rand al'Thor (VII),Character,,R2,Dragon,"Starting Hero,Dragon Reborn,Ta'veren",Darrell Sweet,,,,,2,,2,,"If the Dragon Reborn rolls at least [onePower][onePower], he permanently gains +1 One Power to a maximum of 4. As a limited event, rotate to generate [politics][politics][intrigue][combat].",The Prophecies will be fulfilled... The Dragon is Reborn.,,
dark_prophecies,103,Sammael (I),Character,,R2,Dark One,"Starting Villain,Forsaken",Steve Snyder,,,1,,4,,3,,"Once per turn, as a limited event, you may pay [combat][combat] from your pool to search your deck for the first troop advantage, and place it in your hand. If you control no Monsters, Sammael rolls an additional 2 Combat dice when he rolls his Combat dice while participating in a challenge with a troop you control.","I won't destroy what belongs to me killing you, and I won't let you destroy it, either. You had the nerve to come after me here? Do you have the courage to follow me again?",,
dark_prophecies,80,Mat the Gambler,Character,,R2,Dragon,Ta'veren,Ran Ackels,,,3,,,,2,,"Replace Mat Cauthon. You may reroll up to three of Mat's dice each turn (immediately after making his initial roll, the old results are ignored). As an event, Mat may pay any 2 ability symbols he generated to remove 1 point of damage from himself. Mat the Gambler also has all of the Dragon Reborn's allegiances.","He had always won more than he lost, as far as he could remember, and there had been times with Hurin, and in Shienar, when six or eight tosses in a row won for him. Tonight, every toss won.",,
dark_prophecies,22,Consumed by the Blight,Event,,U,,Terrain,Ran Ackels,,,,,,,,,"Target a card-based challenge. Only one terrain card may target each challenge. When rolling their dice while participating in the challenge, all Monsters roll an additional Combat die.","Mile by mile the corruption of the Blight became more apparent. Leaves covered the trees in ever greater profusion, but stained and spotted with yellow and black, with livid red streaks like blood poisoning.",,
dark_prophecies,25,Deep Waters,Event,,U,,Terrain,Ran Ackels,,,,,,,,,"Target a card-based challenge. Only one terrain card may target each challenge. Myrddraal, Trolloc characters, and Trolloc troops may not participate in the target challenge.",Trollocs and Myrddraal loathe deep water. Trollocs are terrified of it. Neither can swim.,,
dark_prophecies,84,Narrow Pass,Event,,C,,Terrain,David Pavlec,,,,,,,,,Target a card-based challenge. Only one terrain card may target each challenge. Each player may only participate in the target challenge with a maximum of 2 characters and 2 troops.,"Under the looming Spine of the World, Rand guided Jeade'en up the stony slope from the foothills that began the foot of the Jangai Pass.",,
dark_prophecies,150,Young Bull,Character,,R2,Dragon,"Wolfbrother,Ta'veren,Reinforcement",Darrell Sweet,1,,,,,,4,,"Replace Perrin Aybara. All Wolf characters and troops you control have +1 Combat. As an event, Young Bull may convert 1 point of character damage he generates into 1 point of troop damage. Young Bull also has all of the Dragon Reborn's allegiances.","They have caged Shadowkiller, he thought at last... That was what the wolves called Rand... We come, Half Tailed replied at last. We come.",,
dark_prophecies,2,Advanced Maneuvers,Challenge,,C,,,Matt Cavotta,,,,,,,,,"If successful, no cards controlled by any other player may participate in a card-based challenge you initiate next turn.","I think it's a deadly stew, is what I think. Somebody's going to choke to death on it. The Light send it isn't us.",,
dark_prophecies,4,Asmodean (II),Character,,R1,Dragon,,David Cherry,,,2,,1,2,,,"Only ability symbols generated by the Dragon Reborn may be used to recruit this character. Symbols generated by this character may not be used to recruit. As an event, rotate to give the Dragon Reborn +2 One Power until the end of the turn. As an event, discard from your hand to give the Dragon Reborn +3 One Power until the end of the turn.",He had the courage for an ambush he thought would set him above the rest of us.,,
dark_prophecies,6,Balefire,Event,,R3,,,Jim Holloway,,,,,,3,,,"Play during the Opening Moves step of a challenge. Symbols used to pay for this card must all come from the same character. Roll 2 One Power dice when you play this card. If you roll [onePower][onePower], kill your starting character. Target a non-starting character participating in the challenge. The target is killed. If the target has the Ta'veren ability to prevent damage, its controller may convert 2 pattern to negate the effects of this event to the target.","Since before the Breaking of the World, the use of Balefire has been forbidden.",,
dark_prophecies,7,Battle Plan,Advantage,Player,C,,,Ed Beard,,,,,,,,,"When you win a card-based challenge you initiated which did not directly give you pattern, place a token on this card. During the Last Battle, you additionally generate [support][opposition] for each token on this card. As an event, rotate this card during the action round to remove a point of damage from a card you control for each token on this advantage.",Simple plans were best...,,
dark_prophecies,10,Blockade Runners,Troop,,U,Illian,,Ron Walotsky,,1,,1,,,4,1,"While participating in a card-based challenge, this troop additionally generates [opposition][opposition][opposition] when it rolls its dice.","Surely, Captain, you would be willing to sail along the shoreline for a thousand gold marks.",,
dark_prophecies,11,Blood and Ashes,Advantage,Player,R3,,,Eric Anderson,,,,,,1,,,"You may rotate your starting character to play this card for free, instead of paying its printed cost. When you play this card, name an event; no copy of that event may be played while this card remains in play. If any player discards a copy of the named event, discard this card.",Blood and ashes! Blood and bloody ashes!,,
dark_prophecies,13,Cairhien Veterans,Troop,,U,Cairhien,,Steve Snyder,,2,,,,,5,1,"As an event, pay any 2 ability symbols with the Cairhien allegiance to remove 1 point of damage from this troop.",Soldiers always ate well and often when they could; campaigning usually brought scant meals.,,
dark_prophecies,14,Captain Caldevwin,Character,,U,Cairhien,,David Monette,1,,1,1,,,3,2,"All Cairhien Horsemen troops you control permanently gain the trait Multiple, and roll an additional Combat die when they roll their dice while participating in a challenge with Captain Caldevwin.",We have so few strangers here that I find I wish to know every one.,,
dark_prophecies,15,Charismatic Leader,Advantage,Character,C,,,Tina Druce-Hoffman,,,,,,,,,Target a Forsaken you control. Choose an allegiance of a troop you control (if any). The target gains +1 Politics and the chosen allegiance. Discard this card if you control a Monster.,"It seems Gaebril has been named King of Andor. And Cairhien, too, for that matter.",,
dark_prophecies,18,Circle of Light,Advantage,Player,C,,,Rob Carlos,,,,,,,,,"When you recruit a non-Wolf Mercenary card, it permanently gains the Children of the Light allegiance. Discard all non-starting characters and troops you control which do not have the Children of the Light allegiance. At the resolution of the Last Battle gain an additional [support][opposition] for each token on the neutral section of the pattern.","Tattered wall hangings, once battle banners of the enemies of his youth, faded into dark wood paneling laid over stone walls, thick even here in the heart of the Fortress of the Light.",,
dark_prophecies,19,Combat Training,Advantage,Player,C,,,Nick Jainschigg,,,,,,,,,"As an event, rotate this card and a troop you control. Roll the troop's current dice. If the troop generates a number of [combat] greater than or equal to 1 less than its permanent Combat ability (minimum 1), it gains +1 Combat permanently.","Spaced across the open ground, pairs of men, most stripped to the waist, flailed at each other with more practice swords.",,
dark_prophecies,21,Conquest,Challenge,,R3,,,Darrell Sweet,,,,,,,,,"When you reveal this challenge, search your deck for a contested advantage not in play, and place it in your hand. If successful, place 2 tokens on each nation contested advantage in play. If you succeed by 5 or more, return all copies of Conquest in your discard pile (not including this one) to your hand.","With you to lead us, my Lord Dragon, we shall conquer the world!",,
dark_prophecies,24,Dark Subversion,Challenge,,R3,,,Jim Holloway,,,,,,,,,"Only a Villain player may initiate this challenge. If successful, search your deck for a Darkfriend character advantage, a character with the Dark Nature trait, and/or a troop with the Dark Nature trait, and place them in your hand.",Friends of the Dark -- Darkfriends they were called now -- had begun learning just how strictly they would be kept to their vows now that Rahvin and the others were freed.,,
dark_prophecies,27,Dragonmount,Advantage,Player,C,,,Jim Pavelec,,,,,,,,,"May only be played if you control the Dragon Reborn. Search your deck for the first advantage card and place it in your hand when you play this card. During the Opening Moves and Coming to Grips steps of a card-based challenge, you may remove an amount of damage from any character or troop damage pool up to the number of different allegiances possessed by characters and troops you control.",...let the Promised One be born of a mountain...,,
dark_prophecies,28,Draw Him Out,Challenge,,C,,,David Cherry,,,,,,,,,"Target a non-starting, non-Ta'veren character you do not control. If this challenge succeeds it becomes a character advantage on the target with the following text: At the start of the resolution round the target is moved to the battleground and becomes a participant in the Pattern or Last Battle Challenge (and is no longer a participant in any other challenges). Discard this card if the target is a participant in the Pattern Challenge during the action round.",He tried to bait me into attacking him once in the same way...,,
dark_prophecies,36,Genocide,Challenge,,R3,,,Steve Snyder,,,,,,,,,"Choose an allegiance. When it is revealed, this challenge gains additional opposition equal to the number of cards in play with the chosen allegiance. If successful, place 1 point of damage on each character and 2 points of damage on each troop with the chosen allegiance. Any character card damaged by Genocide may not rotate to heal next turn.","There was no hesitation; as one they surged forward, howling and rabid, waving pitchforks and swords, axes and clubs, anything that could be taken to hand for a weapon.",,
dark_prophecies,37,Gholam Attack,Event,Limited,U,,,Jim Holloway,,,,,,,,,"This card may only be played by a Villain player. Target a challenge and pay any amount of [intrigue]. For each [intrigue] you pay, target a different character participating in the challenge. The targeted characters may not roll One Power dice in that challenge.",They were made to assassinate Aes Sedai. No other reason. To kill people who could channel.,,
dark_prophecies,39,Gyldin,Advantage,Character,R2,,,David Cherry,,,,,,,,,"Target Moghedien. Moghedien gains +1 Intrigue. As a limited event, Moghedien may pay [intrigue] to generate either [politics] or [combat]. As an event, rotate Moghedien and discard this card to return a challenge card from your discard pile to your hand.","I think you may be one of those who needs a second lesson. Pray it is not so, Liandrin; I make second lessons exceedingly sharp.",,
dark_prophecies,41,Heart of the Stone,Advantage,Player,C,,,Rob Carlos,,,,,,,,,"All High Lords and High Ladies you control additionally generate [support][opposition] when they roll their dice. If you control the Callandor character advantage, all challenges which target you or a card you control gain 5 additional opposition.","The anteroom was a round chamber fifty paces or more across. A hundred gilded lamps hung on golden chains from its high ceiling. Polished redstone columns made an inner ring, and the floor appeared to be one huge slab of black marble...",,
dark_prophecies,42,High Lord Hearne,Character,,U,Tear,,Liz Danforth,2,1,,,,,1,1,The cost of recruiting Mercenary characters and troops is reduced by [combat] (This reduction applies after all other modifiers.),"...while Hearne's narrow face was all smiles, he tugged unconsciously at one earlobe as he did when furious.",,
dark_prophecies,43,High Lord Simaan,Character,,U,Tear,,Liz Danforth,1,1,1,1,,,,,"Put 2 versatility tokens on this card when it is first sponsored. As an event, remove a versatility token to give High Lord Simaan +1 to either Politics or Intrigue (until the end of the turn). As a limited event, rotate to add 2 versatility tokens to this card. This card may not have more than 4 versatility tokens on it at any one time.","...they must perform the Rite of Guarding four times a year, claiming that they guard the whole world against the Dragon by holding Callandor.",,
dark_prophecies,49,Illian Traders,Troop,,U,Illian,,Rob Carlos,,1,,1,,,3,,"As a limited event, rotate to add [politics][politics] to your pool. These symbols have the Illian allegiance.","...was eighty feet long, with two masts, and broad in the beam with room for deck cargo as well as in the holds.",,
dark_prophecies,50,Illian Volunteers,Troop,,U,Illian,,Rob Carlos,,1,,,,,2,,When this troop is killed return it to its owner's hand.,"...straggling files of men in battered breastplates that did not quite fit, or leather jerkins sewn with rusty steel disks, carrying bows or crossbows or spears, and even a few pikes.",,
dark_prophecies,51,Incendiary Strike,Event,,U,,,Rob Carlos,,,,,,3,,,"Play during the Opening Moves or Coming to Grips step of a challenge. Target a character or troop participating in that challenge. Put two points of damage on the target. If the target is Multiple, place it in its owner's killed pile. A card may only be the target of Incendiary Strike once per turn.","He burned them as they ran, whether stalking more victims or fleeing him.",,
dark_prophecies,52,Invasion,Challenge,,R3,,,Matt Cavotta,,,,,,,,,"If successful, choose one of the following: add 4 tokens to a nation contested advantage, draw 3 cards, or take up to 2 cards (of your choice) from your discard pile and place them in your hand.","We will scour the Two Rivers... we will flog them, and flay them, and sear their souls!",,
dark_prophecies,54,Jaret Byar,Character,,U1,Children of the Light,,Rob Carlos,,,,,,,2,1,"While participating in a challenge against a monster, or a character or troop with the Aes Sedai allegiance, Jaret Byar additionally generates [damage] when he rolls his dice.","His face was long and gaunt, with eyes so deeply set that they seemed to look out from caves. There was no excess flesh on him, no fat at all; his skin was pulled tight over the muscle and bone beneath.",,
dark_prophecies,54,Jarette Byar,Character,,U1,Children of the Light,,Rob Carlos,,,,,,,2,1,"While participating in a challenge against a monster, or a character or troop with the Aes Sedai allegiance, Jaret Byar additionally generates [damage] when he rolls his dice.","His face was long and gaunt, with eyes so deeply set that they seemed to look out from caves. There was no excess flesh on him, no fat at all; his skin was pulled tight over the muscle and bone beneath.",02-054_jaret_byar,"First printing. The name was misprinted as 'Jarette Byar' and corrected to 'Jaret Byar' in a later run. Precedence catalogued both under collector number 54, which is why the source data carries two rows."
dark_prophecies,57,Lady Selande,Character,,U,Cairhien,,Rob Carlos,,,2,,,,,,"The only cost to recruit this character is to rotate a character you control with the Cairhien allegiance. If you control the Cairhien nation contested advantage, Lady Selande additionally generates [politics] when she rolls her dice.","Selande stood close by his side, pale face tilted up to watch him, not the garden. Her hair was not so elaborately done as that of a woman of higher rank, but it still added half a foot to her height.",,
dark_prophecies,59,Lead Them to Ruin,Challenge,,C,,,Liz Danforth,,,,,,,,,"Target a player. For each 2 by which this challenge succeeds, the target must return to his hand a player advantage he controls (of his choice) with a printed cost.","She glanced over her shoulder toward the Tower, the thick white shaft dominating the city, whole and straight, yet broken as surely as if it lay in ruins.",,
dark_prophecies,60,Leader of Nations,Advantage,Character,C,,,Jim Holloway,,,,,,,,,Target a Ta'veren you control. Choose an allegiance of a troop you control (if any). The target gains +2 Politics and the chosen allegiance. Discard this card if you control a non-Ta'veren character or troop with only the Dragon allegiance.,...and here Illianer Companions in green coats with yellow cuffs rubbed shoulders with Tairen Defenders of the Stone in fat-sleeved coats striped black-and-gold and an equal number of Cairhienin drawn from forty-odd Houses...,,
dark_prophecies,63,Legion of the Dragon,Troop,,R3,Dragon,,David Cherry,,2,,,,,5,1,"At the beginning of the ready round, you may remove 1 or 2 points of damage from this troop.","...fifteen thousand men who called themselves the Legion of the Dragon would be gathering afoot. Rand had glimpsed them, every one in a blue coat made to button up the side so the red-and-gold Dragon across the chest would not be broken.",,
dark_prophecies,65,Linked,Advantage,Player,U,,,Mark Poole,,,,,,,,,"All Trolloc troops you control which are participating in a challenge with 1 or more Myrddraal you control additionally generate [support][opposition] when they roll their dice. If you put a Myrddraal into your killed pile, you must kill a Monster troop you control (if possible).","Behind the dark rider came nightmare forms with horns and muzzles and beaks, Trollocs in a double file, all in steps, boots and hooves striking the ground at the same instant as if obeying a single mind.",,
dark_prophecies,68,Lord Brend,Advantage,Character,R2,,,Ran Ackels,,,,,,,,,"Target Sammael. Sammael gains +2 Politics, the Illian allegiance, and the Council of Nine trait. As a limited event, discard this card to generate [politics][politics][politics]. These symbols have the Illian allegiance.","Brend did have a great deal of influence with the king, some might say too much.",,
dark_prophecies,71,Lord Dragon,Character,,R2,Dragon,,Matt Cavotta,2,,1,,3,,2,,"Replace Rand al'Thor. This character gains the effect text of the character he replaces. When recruiting characters, ignore the cost modification for the Dark Nature trait. This card does not count as a character card for starting hand selection purposes.","For he shall come like the breaking dawn, and shatter the world again with his coming, and make it anew.",,
dark_prophecies,77,Lord Maringil,Character,,U,Cairhien,,Diana Stein,,,2,1,,,2,2,"As an event, rotate to remove up to 2 damage from a Cairhien troop.","Maringil shifted forward on his chair, whip-slender and tall for a Cairhienin, white hair almost touching his shoulders.",,
dark_prophecies,79,Lull in the Storm,Challenge,,C,,,Steve Snyder,,,,,,,,,"May only be initiated by a Hero player. Draw a card when when this challenge resolves. If any player provides support or opposition to this challenge, he draws no cards during the draw round. If this conflict succeeds, it becomes a player advantage targeting you with the text: As a limited event, discard this advantage to add [politics][intrigue][onePower][onePower][combat] to your pool. These symbols have all allegiances.","We need peace. Time before the Trollocs come, before the Dark One breaks free, time to ready ourselves.",,
dark_prophecies,82,Military State,Advantage,Player,C,,,Steve Snyder,,,,,,,,,"As a limited event, rotate this card and a ready troop you control. Roll the troop's current Combat dice. All ability symbols generated by the troop are added to your pool.","And if they lacked a soldier's true discipline, sheer numbers made up for a great deal.",,
dark_prophecies,85,No Middle Ground,Challenge,,C,,,Steve Snyder,,,,,,,,,"For each point by which you succeed, you may put 1 point of damage on a character or troop with the Mercenary allegiance. If you succeed by 3 or more, gain a pattern.","Lay down your arms, and those who want to return home, can. Those who want to follow me instead, can do that. But no man leaves here under arms unless he does follow me.",,
dark_prophecies,86,On All Sides,Event,Limited,C,,,Steve Snyder,,,,,,,,,"Discard from your hand every copy of every non-Multiple character card which is currently in play. For each card discarded, add the ability symbols listed in the card's printed cost to your pool. These symbols have all allegiances.","That act may send half the armies of the south marching to the Borderlands, but the evidence is that they're willing to take that risk.",,
dark_prophecies,87,Ordeith,Character,,R2,Mercenary,,David Cherry,2,,3,,,,1,,"Replace Padan Fain. Ignore all non-Mercenary allegiances and corruption tokens attached to this character. May participate in challenges with Monsters. When Ordeith rolls [intrigue][intrigue], target a Monster in play (if possible). The target is returned to its owner's hand. As an event, reveal this card from your hand to search your deck for Padan Fain and place him in your hand.",Kill them. They are of no use.,,
dark_prophecies,88,Organize Resistance,Challenge,,C,,,Jim Holloway,,,,,,,,,"If you succeed, you may remove up to 3 tokens of your choice from each contested advantage in play.","As long as it's twenty people here and fifty there, you are game for Trolloc taking. If there are hundreds of you together, you have a chance...",,
dark_prophecies,89,People of the Dragon,Advantage,Player,C,,,Rob Carlos,,,,,,,,,"If your starting character does not have the Aiel allegiance, discard this card. As an event, rotate to target a character with the Aiel allegiance. Symbols generated by the target this turn may be used for recruiting. Non-starting, non-Ta'veren characters you control with the Aiel allegiance are placed in your discard pile (instead of your killed pile) when they are killed.",The Aiel are the People of the Dragon.,,
dark_prophecies,90,Pevin,Character,,U,Dragon,,David Monette,,,,,,,1,,"The only cost to recruit this character is to rotate the Dragon Reborn. As an event, rotate to search your deck for the Dragon Banner if it is not in play, and place it in your hand. As a limited event, rotate and kill Pevin to recruit a character or troop with the Dragon allegiance for no cost.","...as near as Rand could make out, his beliefs had been winnowed down to a bare three. The Dragon had been Reborn. The Last Battle was coming. And if he stayed close to Rand al'Thor he would see his family avenged before the world was destroyed.",,
dark_prophecies,91,Plans Within Plans,Event,,C,,,Clyde Caldwell,,,,,,,,,"When paying the cost of events and/or advantages, you may pay [onePower] generated by a character or troop you control with the Aes Sedai allegiance in place of the required ability symbol. As an event, discard this card from your hand to search your deck for an event with [onePower] in its cost or effect text and place it in your hand.","Smooth Aes Sedai faces, with knowing eyes. They studied him with arched eyebrows and pursed lips.",,
dark_prophecies,92,Political Powerbase,Challenge,,C,,,Liz Danforth,,,,,,,,,"Target a nation contested advantage you control by 5 or more. Only characters and troops of the target's allegiance may participate in this challenge. If successful, gain a pattern.","A ripple of clapping and praise ran through the watchers along the narrow fluted columns, lords and ladies in colorful silks heavy with elaborate embroidery and braid.",,
dark_prophecies,93,Preemptive Strike,Advantage,Troop,C,,,Steve Snyder,,,,,,,,1,"During the Opening Moves step of a challenge in which the target is participating, rotate the target and discard this card to add an amount of [damage] to your troop damage pool equal to the target's current Combat ability.",Myrddraal were trying to turn some of the Trollocs around... but it was useless. Even Trollocs who did turn went down before they covered fifty strides.,,
dark_prophecies,94,Pull of the Ta'veren,Advantage,Player,C,,,Darrell Sweet,,,,,,,,,"The cost of recruiting Ta'veren is reduced by [politics]. (This reduction comes after all other cost modifiers.) As an event, rotate this card to search your deck for the first Ta'veren character with a printed cost, and place it in your hand. As an event, discard this card to search your deck for a Dragon character with no printed cost and place it in your hand, and reduce the pattern requirement of the next Ta'veren character you replace this turn by 2.","It's Rand, Faile. He needs me.",,
dark_prophecies,101,Rule a Nation,Challenge,,C,,,Mark Poole,,,,,,,,,"Choose a non-Dragon, non-Dark One allegiance. Only characters and troops with the chosen allegiance may participate in this challenge. If successful, this challenge becomes a player advantage targeting you with the text: As an event, spend any 2 ability symbols with the chosen allegiance to generate [politics], [intrigue], or [combat] with the same allegiance.","When I took the throne I swore to uphold justice for the high and the low, and I will uphold it even if I am the last in Andor to remember justice.",,
dark_prophecies,106,Seeking Someshta,Challenge,,R2,,,Ran Ackels,,,,,,,,,"Only a Hero player may initiate this challenge, and only once per game. If successful, search your deck for the Dragon Banner, The Seals, and/or the Horn of Valere, and place them in your hand. Each character and troop with the Dark One allegiance which participates in this challenge takes 4 points of damage at the start of the resolution round.","A man-shape of woven vines and leaves, green and growing. His hair was grass, flowing to his shoulders; his eyes, huge hazelnuts; his fingernails acorns. Green leaves made his tunic and trousers; seamless bark his boots.",,
dark_prophecies,107,Selene,Advantage,Character,R2,,,Ran Ackels,,,,,,,,,"Target Lanfear. As an event, rotate this card to give Lanfear an allegiance of your choice until the end of the turn. When Lanfear rolls her dice, rotate this card to have Lanfear additionally generate [politics][onePower]. These additional symbols may only be used for recruiting. As an event, discard this card to have Lanfear cease participating in a challenge. Any results she generated in the challenge still apply.","Estates in Cairhien? I may have had estates in those lands once, Selene is only a name I sometimes use...",,
dark_prophecies,108,Shades of Grey,Event,,U,,,David Cherry,,,,,,,,,Target a non-starting character. Ability symbols generated by the target have no allegiances. Shuffle all copies of Shades of Grey (not including this one) in your discard pile into your deck when you play this card.,"You will pay for what was done to me, al'Thor! The world will pay!",,
dark_prophecies,110,Square of Tammaz,Advantage,Player,C,,,Ron Walotsky,,,,,,,,,"If you do not control at least 3 members of the Council of Nine, discard this card. When resolving a challenge you initiated from a contested advantage, you may place a token on the advantage for each 1 (instead of 2) by which you succeed. As an event, rotate to target a member of the Council of Nine. When the target rolls his dice this turn he additionally generates [politics][intrigue][combat].","A huge, white palace stood at either end of the square... Each reflected the other exactly, at first glance, but then Perrin realized that one was just a fraction smaller in each dimension, its towers perhaps less than a pace shorter.",,
dark_prophecies,111,Strength in Diversity,Event,,C,,,Matt Cavotta,,,,,,,,,All characters and troops you control gain the allegiances of all characters and troops you control.,"The world will know us soon enough, and what we've done. Or tried to do.",,
dark_prophecies,112,Strength of Character,Challenge,,C,,,Nick Jainschigg,,,,,,,,,"Target a character you control with a printed cost. If you succeed, this card becomes a character advantage on the target with the following text: When this character rolls his dice during the generate resource pool step, his results are ignored. He instead generates the ability symbols listed in his printed cost.","Asmodean's teeth bared. Not a grimace, but a weary rictus of a smile; the man thought he was winning. Perhaps he was.",,
dark_prophecies,113,Strong Loyalties,Event,,C,,,Jim Holloway,,,,,,,,,"Place a token on each nation contested advantage you control. For the rest of the turn, you may rotate a nation contested advantage you control to search your deck for any card with the same allegiance as the advantage, and place it in your hand.","I cannot express how happy I am to see you guarded by Tairens, my Lord Dragon.",,
dark_prophecies,115,Take Back the Night,Advantage,Player,C,,,Steve Snyder,,,,,,,,,"May only be played by a Hero player. If 1 or more Monsters were recruited during the action round, all troops you control participating in challenges roll three additional Combat dice when they roll their dice.",The ground rumbled with the thunder of hooves as the forces of humankind launched their last charge.,,
dark_prophecies,116,Tear Defenders,Troop,,U,Tear,,Jim Holloway,,1,,,,,4,1,"While participating in a challenge you did not initiate, this troop rolls an additional 2 Combat dice when it rolls its dice.","There was no need for the Captain of the stone to be personally in charge of Rand's bodyguard, but he frequently was.",,
dark_prophecies,119,The Dance of Spears,Event,,C,,,Darrell Sweet,,,,,,,,,During a challenge you may pay [combat] generated by a character you control with the Aiel allegiance to remove [damage] from any damage pool.,You dance well for one caught by surprise...,,
dark_prophecies,120,The Game of Houses,Event,Limited,C,,,Steve Snyder,,,,,,,,,Add [intrigue] to your pool for each character and troop you control with the Cairhien allegiance. These symbols have the Cairhien allegiance.,"Who can say with Cairhienin, Lord Rand? They seem to think everything has to do with Daes Dae'mar.",,
dark_prophecies,122,The Halls of Power,Advantage,Player,C,,,Randy Asplund,,,,,,,,,"Ability symbols generated by cards you control which do not have the Aes Sedai allegiance may not be used for recruiting. When you recruit a card with the Aes Sedai allegiance, you may search your deck for the first event with [onePower] in its cost, and place it in your hand. When you place a card with the Aes Sedai allegiance into your killed pile, you may take an event with [onePower] in its cost from your discard pile and place it in your hand.",We have made the world dance as we sang for three thousand years.,,
dark_prophecies,123,The Host,Troop,,R2,Dragon,,Ron Walotsky,,,,,,,9,,"There is no cost to recruit this troop. If you do not discard from play 3 non-Mercenary troops you control with different allegiances when you recruit this troop, kill it immediately.","It was an army to make Illian shake in its boots, a host already mighty enough to smash anything in its path.",,
dark_prophecies,124,The Light Illumine,Event,Limited,C,,,David Monette,,,,,,,,,All non-starting characters and troops you control with the Children of the Light allegiance which are placed into your killed pile this turn are instead returned to your hand.,Now go... You have work to do.,,
dark_prophecies,125,The Lines of Loyalty,Advantage,Player,U,,,David Cherry,,,,,,,,,"May only be played by a Hero Player. As a limited event, rotate this card to reveal a character card in your hand, place it on the bottom of your deck, then search your deck for the first character and place it in your hand. As an event, discard this card to search your deck for a character and place it in your hand.",You are all tied together in something dangerous...,,
dark_prophecies,126,The Lion and the Rose,Event,Limited,C,,,Rob Carlos and Ran Ackels,,,,,,,,,"Rotate any number of characters you control with the Andor allegiance. For each character rotated, add [support][support] or [opposition][opposition] to a target challenge.",I want you to take a message to Caemlyn for me... I want you to ask Queen Morgase to send us some of the Queen's Guards.,,
dark_prophecies,127,The Lion Throne,Advantage,Player,C,,,Rob Carlos and Ran Ackels,,,,,,,,,"If you do not control the Andor nation contested advantage, discard this card. When characters you control with the Andor allegiance roll their Politics dice during a challenge, they roll an additional Politics die.",The Lion Throne is no bauble to be accepted from a man.,,
dark_prophecies,129,The Pattern Decrees,Event,,C,,,Eric Anderson,,,,,,,,,"Target a number of characters or troops you control up to the number of tokens on your section of the pattern. When the targets roll their dice while participating in a challenge this turn, they additionally generate [support][support][opposition][opposition].",The Pattern pays no heed to human plans...,,
dark_prophecies,130,The Port of Illian,Event,Limited,C,,,Tina Druce-Hoffman,,,,,,,,,"For each member of the Council of Nine you control, add [politics], [intrigue], or [combat] to your pool. These symbols have all allegiances.","The long docks held many ships, and bustled with the loading and unloading of cargo. There were shipyards at the far end of the city, where great ships stood in every stage from skeletons of thick wooden ribs to nearly ready to slide into the harbor.",,
dark_prophecies,131,The Prophet,Character,,R2,Dragon,,Rob Carlos,3,3,1,,,,3,1,"While participating in a challenge, all Dragonsworn you control participating in the same challenge gain +1 Combat. As an event, rotate to search your deck for a Dragonsworn and place it in your hand. If a Dragonsworn you control could have participated in either the Pattern Challenge or Last Battle but didn't, discard it.","I will lead the people to Tear, to bask in the radiance of the Lord Dragon.",,
dark_prophecies,135,The Stone Still Stands,Event,Limited,C,,,Ran Ackels,,,,,,,,,"Draw a card for each High Lord and High Lady you control. Reveal these cards to all players. If any card drawn is not a character or troop with the Tear allegiance, shuffle it back into your deck.",Rally to the Stone! The Stone Stands!,,
dark_prophecies,136,The Sun Throne,Advantage,Player,C,,,David Monette,,,,,,,,,"If you do not control at least 3 troops with the Cairhien allegiance, discard this card. No other player may target characters and troops you control with event cards, unless the event has a [onePower] in its cost.","The great heavy-armed chair glittered with gold and golden silk, but somehow it seemed to be plain vertical lines, except for the wavy-rayed Rising Sun that would stand above the head of whoever sat on it.",,
